argument_id,arguments,rater_position,response_ratings,arguer_position,argument_index,argument_position,condition
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,1,Anti,888,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,1,Anti,846,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
5,It is not needed as there is no threat,Anti,7,Anti,899,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,6,Anti,893,Against,Baseline
5,covid doesn't kill you,Anti,7,Anti,875,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,6,Anti,850,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,7,Anti,845,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,7,Anti,862,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,5,Anti,846,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,7,Anti,863,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,6,Anti,845,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,6,Anti,862,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
5,covid doesn't kill you,Anti,6,Anti,875,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,7,Anti,881,Against,Baseline
6,Don't feel I need it,Anti,6,Anti,864,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,6,Anti,894,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,5,Anti,882,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,5,Anti,851,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,6,Anti,850,Against,Baseline
6,dont know enough about it,Anti,7,Anti,870,Against,Baseline
6,There could be side effects,Anti,6,Anti,900,Against,Baseline
5,not knowing exactly whats in it,Anti,7,Anti,857,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,5,Anti,888,Against,Baseline
6,i have had covid already,Anti,1,Anti,876,Against,Baseline
5,It is not needed as there is no threat,Anti,6,Anti,899,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,7,Anti,893,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,5,Anti,874,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,7,Anti,881,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,7,Anti,882,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
6,i have had covid already,Anti,7,Anti,876,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
5,covid doesn't kill you,Anti,6,Anti,875,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
6,dont know enough about it,Anti,7,Anti,870,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,7,Anti,863,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,7,Anti,893,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,7,Anti,846,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
5,It is not needed as there is no threat,Anti,7,Anti,899,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,7,Anti,845,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,7,Anti,862,Against,Baseline
5,The side effects are being under reported.,Anti,1,Anti,887,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
5,not knowing exactly whats in it,Anti,7,Anti,857,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,7,Anti,888,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,7,Anti,850,Against,Baseline
5,covid doesn't kill you,Anti,4,Anti,875,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,5,Anti,880,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,4,Anti,863,Against,Baseline
5,It is not needed as there is no threat,Anti,1,Anti,899,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,5,Anti,850,Against,Baseline
6,dont know enough about it,Anti,3,Anti,870,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
6,Don't feel I need it,Anti,4,Anti,864,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
5,it was developed too fast,Anti,6,Anti,869,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,6,Anti,852,Against,Baseline
4,It is not safe and has not been tested properly,Anti,6,Anti,898,Against,Baseline
4,possible unsafe side effects,Anti,6,Anti,856,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,5,Anti,846,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,5,Anti,844,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,6,Anti,845,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
5,not knowing exactly whats in it,Anti,5,Anti,857,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,6,Anti,893,Against,Baseline
4,the vaccine is not safe,Anti,5,Anti,868,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,4,Anti,862,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,7,Anti,882,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,4,Anti,892,Against,Baseline
6,can cause problems that werent there initially,Anti,5,Anti,858,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,4,Anti,881,Against,Baseline
6,i have had covid already,Anti,6,Anti,876,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,4,Anti,851,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,4,Anti,888,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,3,Anti,880,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,6,Anti,851,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,6,Anti,874,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
6,i have had covid already,Anti,2,Anti,876,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,6,Anti,863,Against,Baseline
5,it was developed too fast,Anti,4,Anti,869,Against,Baseline
4,It is not safe and has not been tested properly,Anti,6,Anti,898,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,6,Anti,894,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,6,Anti,846,Against,Baseline
6,can cause problems that werent there initially,Anti,4,Anti,858,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,6,Anti,888,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,5,Anti,881,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,4,Anti,844,Against,Baseline
5,covid doesn't kill you,Anti,2,Anti,875,Against,Baseline
4,possible unsafe side effects,Anti,5,Anti,856,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,4,Anti,893,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,4,Anti,845,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
5,It is not needed as there is no threat,Anti,4,Anti,899,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,5,Anti,850,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,6,Anti,882,Against,Baseline
6,dont know enough about it,Anti,4,Anti,870,Against,Baseline
4,the vaccine is not safe,Anti,4,Anti,868,Against,Baseline
6,There could be side effects,Anti,6,Anti,900,Against,Baseline
5,not knowing exactly whats in it,Anti,4,Anti,857,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,6,Anti,862,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,4,Anti,892,Against,Baseline
5,The side effects are being under reported.,Anti,5,Anti,887,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,1,Anti,846,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,7,Anti,881,Against,Baseline
6,dont know enough about it,Anti,1,Anti,870,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
5,not knowing exactly whats in it,Anti,7,Anti,857,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,7,Anti,850,Against,Baseline
6,i have had covid already,Anti,1,Anti,876,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,7,Anti,845,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,7,Anti,893,Against,Baseline
5,covid doesn't kill you,Anti,7,Anti,875,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,7,Anti,863,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
5,It is not needed as there is no threat,Anti,7,Anti,899,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,7,Anti,888,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,1,Anti,862,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,7,Anti,882,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
5,not knowing exactly whats in it,Anti,7,Anti,857,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,7,Anti,846,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
6,i have had covid already,Anti,1,Anti,876,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,7,Anti,850,Against,Baseline
5,It is not needed as there is no threat,Anti,7,Anti,899,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,7,Anti,881,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,7,Anti,862,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
5,covid doesn't kill you,Anti,4,Anti,875,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,1,Anti,894,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,7,Anti,888,Against,Baseline
6,dont know enough about it,Anti,7,Anti,870,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,7,Anti,845,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,7,Anti,893,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,7,Anti,863,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,7,Anti,882,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,4,Anti,882,Against,Baseline
6,can cause problems that werent there initially,Anti,4,Anti,858,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,5,Anti,874,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,1,Anti,888,Against,Baseline
5,not knowing exactly whats in it,Anti,7,Anti,857,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,5,Anti,892,Against,Baseline
6,Don't feel I need it,Anti,5,Anti,864,Against,Baseline
6,dont know enough about it,Anti,7,Anti,870,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,4,Anti,862,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,4,Anti,845,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,4,Anti,863,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,2,Anti,880,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
5,covid doesn't kill you,Anti,1,Anti,875,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,7,Anti,893,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,7,Anti,846,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
4,possible unsafe side effects,Anti,5,Anti,856,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,3,Anti,881,Against,Baseline
6,i have had covid already,Anti,4,Anti,876,Against,Baseline
5,It is not needed as there is no threat,Anti,1,Anti,899,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,1,Anti,850,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
6,dont know enough about it,Anti,4,Anti,870,Against,Baseline
5,It is not needed as there is no threat,Anti,6,Anti,899,Against,Baseline
6,i have had covid already,Anti,6,Anti,876,Against,Baseline
6,There could be side effects,Anti,6,Anti,900,Against,Baseline
5,not knowing exactly whats in it,Anti,6,Anti,857,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,6,Anti,852,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,4,Anti,888,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,4,Anti,863,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,7,Anti,850,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,4,Anti,862,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,7,Anti,846,Against,Baseline
5,covid doesn't kill you,Anti,4,Anti,875,Against,Baseline
6,can cause problems that werent there initially,Anti,6,Anti,858,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,6,Anti,893,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,6,Anti,892,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,5,Anti,882,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,6,Anti,845,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
5,it was developed too fast,Anti,6,Anti,869,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
4,the vaccine is not safe,Anti,7,Anti,868,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,7,Anti,881,Against,Baseline
6,Don't feel I need it,Anti,7,Anti,864,Against,Baseline
6,I am not sure about the testing and long term effects (both positive and negative) of the vaccine.,Anti,7,Anti,852,Against,Baseline
4,It has not been tested extensively on every demographic and race,Anti,7,Anti,844,Against,Baseline
6,dont know enough about it,Anti,7,Anti,870,Against,Baseline
6,There could be side effects,Anti,7,Anti,900,Against,Baseline
4,"I am young and healthy, therefore I am extremely low risk at developing serious complications from COVID",Anti,6,Anti,850,Against,Baseline
5,It was made too quickly and compromises to its integrity may have been made,Anti,7,Anti,845,Against,Baseline
4,It's been rushed so I am not ready to take it,Anti,7,Anti,880,Against,Baseline
6,Companies offering incentives to get the vaccine. Videos showing metal sticking to the arms of people in the position where the jab was taken- feels very suspect and untrustworthy promotion.,Anti,7,Anti,894,Against,Baseline
5,not knowing exactly whats in it,Anti,6,Anti,857,Against,Baseline
4,the vaccine is not safe,Anti,6,Anti,868,Against,Baseline
4,i don't trust the pharmaceutical companies,Anti,7,Anti,874,Against,Baseline
4,"I don't want it because it has been massed produced under a year, when it takes on average 10 years to produce a vaccine for public release.",Anti,7,Anti,892,Against,Baseline
6,New variants may arise and that would invalidate old vaccines already taken,Anti,6,Anti,846,Against,Baseline
6,can cause problems that werent there initially,Anti,7,Anti,858,Against,Baseline
5,"I am not overweight or obese, nor have any underlying health conditions",Anti,7,Anti,851,Against,Baseline
6,You can't trust vaccines as the pharmaceutical industry just wants to make money,Anti,6,Anti,882,Against,Baseline
6,I'm not in an at risk group and the probability of becoming seriously ill is low.,Anti,6,Anti,888,Against,Baseline
5,Breastfeeding and not enough trials/evidence to support the effects of potential transmission to my baby through milk,Anti,6,Anti,863,Against,Baseline
5,it was developed too fast,Anti,7,Anti,869,Against,Baseline
4,possible unsafe side effects,Anti,7,Anti,856,Against,Baseline
4,It is not safe and has not been tested properly,Anti,7,Anti,898,Against,Baseline
5,I am healthy and young so no benefit to me,Anti,6,Anti,881,Against,Baseline
5,"Nanoparticles within the vaccine, MRNA changing DNA within the human body. Multiple videos on the internet showing adverse reactions to the vaccine",Anti,4,Anti,893,Against,Baseline
5,It is not needed as there is no threat,Anti,6,Anti,899,Against,Baseline
4,The government cannot be trusted to tell the truth.,Anti,7,Anti,886,Against,Baseline
4,Pregnant and dont want to risk my unborn childs life,Anti,1,Anti,862,Against,Baseline
6,i have had covid already,Anti,6,Anti,876,Against,Baseline
5,covid doesn't kill you,Anti,2,Anti,875,Against,Baseline
5,The side effects are being under reported.,Anti,7,Anti,887,Against,Baseline
6,The fast development was due to China sharing the COVID shape to the world so that it would reduce the time to research.,Anti,3,Anti,978,Against,Baseline
5,Vaccinations still won't return life back to normal,Anti,7,Anti,1019,Against,Baseline
4,Unsure of side effects,Anti,2,Anti,970,Against,Baseline
6,General disbelief in the effectiveness of requirement to be vaccinated in the first place,Anti,7,Anti,984,Against,Baseline
5,I think it is ineffective,Anti,7,Anti,1013,Against,Baseline
6,Side effects or risks of taking the vaccine,Anti,7,Anti,996,Against,Baseline
5,It has not been developed long enough to see the reactions or effectiveness.,Anti,7,Anti,989,Against,Baseline
4,We do not know the side effects of it in a couple of years time,Anti,7,Anti,988,Against,Baseline
5,Don't trust the people who are in charge of creating a vaccine.,Anti,7,Anti,965,Against,Baseline
6,There are natural ways to help boost the immune system and fight the virus instead of putting artificial substances into the body.,Anti,7,Anti,990,Against,Baseline
6,I think it hasn't had enough time to develop,Anti,7,Anti,1014,Against,Baseline
6,It's scary to feel forced in to taking a vaccine that's just been developed,Anti,7,Anti,1002,Against,Baseline
4,Don't know the long term effects,Anti,7,Anti,1000,Against,Baseline
5,Most vaccines have side effects such as headaches and muscle aches so it is the same with eh COVID vaccines.,Anti,5,Anti,977,Against,Baseline
4,I think it is dangerous,Anti,7,Anti,1012,Against,Baseline
5,Vaccine not fully tested,Anti,7,Anti,1007,Against,Baseline
6,Because of what's in it,Anti,7,Anti,1020,Against,Baseline
5,It doesnt stop the spread just how much it impacts so young people wouldn't need it as much,Anti,6,Anti,1001,Against,Baseline
4,Concern over a reaction to the vaccine,Anti,7,Anti,982,Against,Baseline
4,It is my personal choice,Anti,7,Anti,1006,Against,Baseline
5,Worried about chance of serious side affects,Anti,7,Anti,983,Against,Baseline
6,Telling us lies on how everything started out from the virus from day one.,Anti,7,Anti,966,Against,Baseline
4,"Even though the development of the vaccine was fast, they have used RNA technology that took about 30 years to work effectively.",Anti,1,Anti,976,Against,Baseline
6,The vaccine only partial projects and you will always take it like the flu jab,Anti,7,Anti,1008,Against,Baseline
4,It's not guaranteed full immunity,Anti,7,Anti,994,Against,Baseline
6,Why vaccinate healthy people against something they have never had,Anti,7,Anti,972,Against,Baseline
5,Not enough time to develop the vaccine,Anti,7,Anti,995,Against,Baseline
4,Professionals on tv have said it won't protect you from getting the virus or stop you spreading it to others,Anti,7,Anti,1018,Against,Baseline
5,Vaccine was produced too quickly,Anti,7,Anti,971,Against,Baseline
4,Can't make a vaccine that quick.,Anti,7,Anti,964,Against,Baseline
6,Because of what's in it,Anti,4,Anti,1020,Against,Baseline
4,Unsure of side effects,Anti,6,Anti,970,Against,Baseline
5,It has not been developed long enough to see the reactions or effectiveness.,Anti,7,Anti,989,Against,Baseline
4,Concern over a reaction to the vaccine,Anti,7,Anti,982,Against,Baseline
4,Don't know the long term effects,Anti,7,Anti,1000,Against,Baseline
6,There are natural ways to help boost the immune system and fight the virus instead of putting artificial substances into the body.,Anti,7,Anti,990,Against,Baseline
5,Vaccine was produced too quickly,Anti,7,Anti,971,Against,Baseline
6,Telling us lies on how everything started out from the virus from day one.,Anti,4,Anti,966,Against,Baseline
6,Why vaccinate healthy people against something they have never had,Anti,5,Anti,972,Against,Baseline
5,Don't trust the people who are in charge of creating a vaccine.,Anti,4,Anti,965,Against,Baseline
5,Not enough time to develop the vaccine,Anti,7,Anti,995,Against,Baseline
6,I think it hasn't had enough time to develop,Anti,7,Anti,1014,Against,Baseline
