"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
21,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847810,3,19,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",3,"For","I want to help stop the spread of the virus ","Pro",7,411,64,"For","ANTI",0,1,1,0,0,1,1
23,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847810,3,21,"Strongly Agree","statements",66,"Most months","Most months",27,"Female","A levels",2,"For","Help prevent the spread","Pro",7,392,64,"For","ANTI",0,1,1,0,0,1,1
25,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,23,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",1,"For","To be safe from the virus.","Pro",7,361,64,"For","ANTI",0,1,1,0,0,1,1
26,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,24,"Strongly Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",1,"For","I at risk with my medical condition","Pro",1,403,64,"For","ANTI",0,1,1,0,0,0,0
31,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,29,"Neither Agree nor Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",3,"For","Because X Y Z (friends, family, celebrity, influencer etc) has had it, so it should be safe. ","Pro",4,387,64,"For","ANTI",0,1,1,0,0,0,0
32,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,30,"Strongly Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",1,"For","Get life back to some sort of new normal with lifting restrictions on everyday life","Pro",7,379,64,"For","ANTI",0,1,1,0,0,1,1
34,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,32,"Strongly Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",1,"For","It will fight covid in its path","Pro",7,367,64,"For","ANTI",0,1,1,0,0,1,1
36,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847810,3,34,"Strongly Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",2,"For","I am an elderly person","Pro",1,404,64,"For","ANTI",0,1,1,0,0,0,0
38,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,36,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",3,"For","To reduce the amount of deaths.","Pro",7,363,64,"For","ANTI",0,1,1,0,0,1,1
39,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,37,"Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",3,"For","The best scientist have made it so it should be safe","Pro",6,399,64,"For","ANTI",0,1,1,0,0,1,1
41,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,39,"Strongly Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",3,"For","ItÈs in the countries best interest","Pro",7,369,64,"For","ANTI",0,1,1,0,0,1,1
42,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,40,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",2,"For","To be able to go out and see elderly relatives.","Pro",7,362,64,"For","ANTI",0,1,1,0,0,1,1
44,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,42,"Strongly Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",1,"For","Protect yourself from getting the virus very badly ","Pro",7,397,64,"For","ANTI",0,1,1,0,0,1,1
45,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,43,"Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",2,"For","Full confidence in the safety of the vaccination program","Pro",6,380,64,"For","ANTI",0,1,1,0,0,1,1
46,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,44,"Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",2,"For","I want to protect someone who is vulnerable ","Pro",6,410,64,"For","ANTI",0,1,1,0,0,1,1
47,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,45,"Agree","statements",70,"Never","Never",34,"Female","No formal qualifications",2,"For","Because I believe the death rate ","Pro",6,416,64,"For","ANTI",0,1,1,0,0,1,1
51,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,49,"Agree","statements",66,"Most months","Most months",27,"Female","A levels",3,"For","To help protect against Underlying health conditions ","Pro",6,393,64,"For","ANTI",0,1,1,0,0,1,1
53,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,51,"Strongly Agree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",2,"For","Want to protect friends and family. ","Pro",7,386,64,"For","ANTI",0,1,1,0,0,1,1
54,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847810,3,52,"Agree","statements",70,"Never","Never",34,"Female","No formal qualifications",1,"For","Because I believe the fear ","Pro",6,415,64,"For","ANTI",0,1,1,0,0,1,1
57,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847810,3,55,"Neither Agree nor Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",1,"For","There have been 7 people that have died from it as it caused them a rare blood clot disease.","Pro",4,373,64,"For","ANTI",0,1,1,0,0,0,0
59,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847810,3,57,"Somewhat Agree","statements",70,"Never","Never",34,"Female","No formal qualifications",3,"For","Because I think life will return to normal but loads vaccinated and nothing changes ","Pro",5,417,64,"For","ANTI",0,1,1,0,0,0,0
60,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847810,3,58,"Strongly Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",3,"For","Feel like there is no choice in the matter other than too have the vaccination to support friends, family etc","Pro",7,381,64,"For","ANTI",0,1,1,0,0,1,1
3,1.65894e+12,"27/07/2022 15:46","task-k2dt",94050,6847808,3,1,"Disagree","statements",70,"Never","Never",34,"Female","No formal qualifications",3,"For","Because I think life will return to normal but loads vaccinated and nothing changes ","Pro",2,417,65,"For","ANTI",0,1,1,0,0,0,0
6,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847808,3,4,"Neither Agree nor Disagree","statements",66,"Most months","Most months",27,"Female","A levels",3,"For","To help protect against Underlying health conditions ","Pro",4,393,65,"For","ANTI",0,1,1,0,0,0,0
7,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847808,3,5,"Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",2,"For","I am an elderly person","Pro",2,404,65,"For","ANTI",0,1,1,0,0,0,0
13,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847808,3,11,"Strongly Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",2,"For","Protect others from getting the virus ","Pro",7,398,65,"For","ANTI",0,1,1,0,0,1,1
14,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847808,3,12,"Strongly Agree","statements",66,"Most months","Most months",27,"Female","A levels",2,"For","Help prevent the spread","Pro",7,392,65,"For","ANTI",0,1,1,0,0,1,1
16,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847808,3,14,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",2,"For","I want to protect someone who is vulnerable ","Pro",7,410,65,"For","ANTI",0,1,1,0,0,1,1
20,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847808,3,18,"Agree","statements",70,"Never","Never",34,"Female","No formal qualifications",2,"For","Because I believe the death rate ","Pro",6,416,65,"For","ANTI",0,1,1,0,0,1,1
22,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847808,3,20,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",1,"For","I want to be immunised against the virus ","Pro",7,409,65,"For","ANTI",0,1,1,0,0,1,1
25,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,23,"Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",2,"For","The research and development was too fast for a vaccine.","Pro",2,374,65,"For","ANTI",0,1,1,0,0,0,0
28,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,26,"Strongly Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",3,"For","The double dose doesn't make sense in terms of science. ","Pro",1,375,65,"For","ANTI",0,1,1,0,0,0,0
30,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,28,"Strongly Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",2,"For","Want to protect friends and family. ","Pro",1,386,65,"For","ANTI",0,1,1,0,0,0,0
31,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,29,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",3,"For","I want to help stop the spread of the virus ","Pro",7,411,65,"For","ANTI",0,1,1,0,0,1,1
32,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,30,"Neither Agree nor Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",3,"For","Because X Y Z (friends, family, celebrity, influencer etc) has had it, so it should be safe. ","Pro",4,387,65,"For","ANTI",0,1,1,0,0,0,0
33,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,31,"Neither Agree nor Disagree","statements",67,"Most months","A few times a year",21,"Female","A levels",3,"For","The best scientist have made it so it should be safe","Pro",4,399,65,"For","ANTI",0,1,1,0,0,0,0
34,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847808,3,32,"Neither Agree nor Disagree","statements",70,"Never","Never",34,"Female","No formal qualifications",1,"For","Because I believe the fear ","Pro",4,415,65,"For","ANTI",0,1,1,0,0,0,0
38,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847808,3,36,"Neither Agree nor Disagree","statements",67,"Most months","A few times a year",21,"Female","A levels",1,"For","Protect yourself from getting the virus very badly ","Pro",4,397,65,"For","ANTI",0,1,1,0,0,0,0
39,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847808,3,37,"Somewhat Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",2,"For","Full confidence in the safety of the vaccination program","Pro",5,380,65,"For","ANTI",0,1,1,0,0,0,0
40,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847808,3,38,"Neither Agree nor Disagree","statements",64,"Most weeks","Most days",34,"Male","A levels",3,"For","Feel like there is no choice in the matter other than too have the vaccination to support friends, family etc","Pro",4,381,65,"For","ANTI",0,1,1,0,0,0,0
42,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847808,3,40,"Disagree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",3,"For","To reduce the amount of deaths.","Pro",2,363,65,"For","ANTI",0,1,1,0,0,0,0
44,1.65894e+12,"27/07/2022 15:53","task-k2dt",94050,6847808,3,42,"Neither Agree nor Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",3,"For","It is my choice to take it","Pro",4,405,65,"For","ANTI",0,1,1,0,0,0,0
46,1.65894e+12,"27/07/2022 15:53","task-k2dt",94050,6847808,3,44,"Strongly Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",1,"For","Don't want to spread the virus ","Pro",1,385,65,"For","ANTI",0,1,1,0,0,0,0
48,1.65894e+12,"27/07/2022 15:53","task-k2dt",94050,6847808,3,46,"Neither Agree nor Disagree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",1,"For","To be safe from the virus.","Pro",4,361,65,"For","ANTI",0,1,1,0,0,0,0
50,1.65894e+12,"27/07/2022 15:54","task-k2dt",94050,6847808,3,48,"Somewhat Disagree","statements",64,"Most weeks","Most days",34,"Male","A levels",1,"For","Get life back to some sort of new normal with lifting restrictions on everyday life","Pro",3,379,65,"For","ANTI",0,1,1,0,0,0,0
51,1.65894e+12,"27/07/2022 15:54","task-k2dt",94050,6847808,3,49,"Neither Agree nor Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",1,"For","There have been 7 people that have died from it as it caused them a rare blood clot disease.","Pro",4,373,65,"For","ANTI",0,1,1,0,0,0,0
54,1.65894e+12,"27/07/2022 15:54","task-k2dt",94050,6847808,3,52,"Neither Agree nor Disagree","statements",62,"Most weeks","Most months",36,"Male","A levels",1,"For","It will fight covid in its path","Pro",4,367,65,"For","ANTI",0,1,1,0,0,0,0
55,1.65894e+12,"27/07/2022 15:54","task-k2dt",94050,6847808,3,53,"Neither Agree nor Disagree","statements",66,"Most months","Most months",27,"Female","A levels",1,"For","Less likely to get it","Pro",4,391,65,"For","ANTI",0,1,1,0,0,0,0
59,1.65894e+12,"27/07/2022 15:55","task-k2dt",94050,6847808,3,57,"Strongly Agree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",1,"For","I at risk with my medical condition","Pro",7,403,65,"For","ANTI",0,1,1,0,0,1,1
60,1.65894e+12,"27/07/2022 15:55","task-k2dt",94050,6847808,3,58,"Neither Agree nor Disagree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",2,"For","To be able to go out and see elderly relatives.","Pro",4,362,65,"For","ANTI",0,1,1,0,0,0,0
62,1.65894e+12,"27/07/2022 15:55","task-k2dt",94050,6847808,3,60,"Neither Agree nor Disagree","statements",62,"Most weeks","Most months",36,"Male","A levels",3,"For","ItÈs in the countries best interest","Pro",4,369,65,"For","ANTI",0,1,1,0,0,0,0
63,1.65894e+12,"27/07/2022 15:55","task-k2dt",94050,6847808,3,61,"Strongly Disagree","statements",62,"Most weeks","Most months",36,"Male","A levels",2,"For","I am protected against the disease","Pro",1,368,65,"For","ANTI",0,1,1,0,0,0,0
5,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847807,3,3,"Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",2,"For","I am protected against the disease","Pro",6,368,66,"For","ANTI",0,1,1,0,0,1,1
6,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847807,3,4,"Strongly Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",3,"For","ItÈs in the countries best interest","Pro",7,369,66,"For","ANTI",0,1,1,0,0,1,1
8,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847807,3,6,"Agree","statements",70,"Never","Never",34,"Female","No formal qualifications",2,"For","Because I believe the death rate ","Pro",6,416,66,"For","ANTI",0,1,1,0,0,1,1
12,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847807,3,10,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",3,"For","I want to help stop the spread of the virus ","Pro",7,411,66,"For","ANTI",0,1,1,0,0,1,1
13,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847807,3,11,"Strongly Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",3,"For","Because X Y Z (friends, family, celebrity, influencer etc) has had it, so it should be safe. ","Pro",1,387,66,"For","ANTI",0,1,1,0,0,0,0
15,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847807,3,13,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",3,"For","To reduce the amount of deaths.","Pro",7,363,66,"For","ANTI",0,1,1,0,0,1,1
16,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847807,3,14,"Strongly Agree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",1,"For","I at risk with my medical condition","Pro",7,403,66,"For","ANTI",0,1,1,0,0,1,1
17,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847807,3,15,"Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",2,"For","To be able to go out and see elderly relatives.","Pro",6,362,66,"For","ANTI",0,1,1,0,0,1,1
18,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847807,3,16,"Disagree","statements",70,"Never","Never",34,"Female","No formal qualifications",3,"For","Because I think life will return to normal but loads vaccinated and nothing changes ","Pro",2,417,66,"For","ANTI",0,1,1,0,0,0,0
19,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847807,3,17,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",2,"For","I want to protect someone who is vulnerable ","Pro",7,410,66,"For","ANTI",0,1,1,0,0,1,1
21,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847807,3,19,"Neither Agree nor Disagree","statements",70,"Never","Never",34,"Female","No formal qualifications",1,"For","Because I believe the fear ","Pro",4,415,66,"For","ANTI",0,1,1,0,0,0,0
23,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847807,3,21,"Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",1,"For","Get life back to some sort of new normal with lifting restrictions on everyday life","Pro",6,379,66,"For","ANTI",0,1,1,0,0,1,1
25,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,23,"Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",1,"For","It will fight covid in its path","Pro",6,367,66,"For","ANTI",0,1,1,0,0,1,1
27,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,25,"Neither Agree nor Disagree","statements",66,"Most months","Most months",27,"Female","A levels",3,"For","To help protect against Underlying health conditions ","Pro",4,393,66,"For","ANTI",0,1,1,0,0,0,0
29,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,27,"Strongly Agree","statements",66,"Most months","Most months",27,"Female","A levels",1,"For","Less likely to get it","Pro",7,391,66,"For","ANTI",0,1,1,0,0,1,1
32,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,30,"Strongly Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",1,"For","Protect yourself from getting the virus very badly ","Pro",7,397,66,"For","ANTI",0,1,1,0,0,1,1
34,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,32,"Strongly Agree","statements",66,"Most months","Most months",27,"Female","A levels",2,"For","Help prevent the spread","Pro",7,392,66,"For","ANTI",0,1,1,0,0,1,1
35,1.65894e+12,"27/07/2022 15:50","task-k2dt",94050,6847807,3,33,"Strongly Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",3,"For","It is my choice to take it","Pro",1,405,66,"For","ANTI",0,1,1,0,0,0,0
41,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,39,"Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",2,"For","I am an elderly person","Pro",2,404,66,"For","ANTI",0,1,1,0,0,0,0
43,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,41,"Strongly Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",2,"For","The research and development was too fast for a vaccine.","Pro",1,374,66,"For","ANTI",0,1,1,0,0,0,0
45,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,43,"Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",3,"For","The double dose doesn't make sense in terms of science. ","Pro",2,375,66,"For","ANTI",0,1,1,0,0,0,0
46,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,44,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",1,"For","To be safe from the virus.","Pro",7,361,66,"For","ANTI",0,1,1,0,0,1,1
47,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,45,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",1,"For","I want to be immunised against the virus ","Pro",7,409,66,"For","ANTI",0,1,1,0,0,1,1
48,1.65894e+12,"27/07/2022 15:51","task-k2dt",94050,6847807,3,46,"Strongly Agree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",1,"For","Don't want to spread the virus ","Pro",7,385,66,"For","ANTI",0,1,1,0,0,1,1
51,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847807,3,49,"Strongly Agree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",2,"For","Want to protect friends and family. ","Pro",7,386,66,"For","ANTI",0,1,1,0,0,1,1
52,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847807,3,50,"Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",2,"For","Full confidence in the safety of the vaccination program","Pro",6,380,66,"For","ANTI",0,1,1,0,0,1,1
53,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847807,3,51,"Strongly Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",2,"For","Protect others from getting the virus ","Pro",7,398,66,"For","ANTI",0,1,1,0,0,1,1
57,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847807,3,55,"Strongly Disagree","statements",64,"Most weeks","Most days",34,"Male","A levels",3,"For","Feel like there is no choice in the matter other than too have the vaccination to support friends, family etc","Pro",1,381,66,"For","ANTI",0,1,1,0,0,0,0
59,1.65894e+12,"27/07/2022 15:52","task-k2dt",94050,6847807,3,57,"Neither Agree nor Disagree","statements",67,"Most months","A few times a year",21,"Female","A levels",3,"For","The best scientist have made it so it should be safe","Pro",4,399,66,"For","ANTI",0,1,1,0,0,0,0
63,1.65894e+12,"27/07/2022 15:53","task-k2dt",94050,6847807,3,61,"Neither Agree nor Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",1,"For","There have been 7 people that have died from it as it caused them a rare blood clot disease.","Pro",4,373,66,"For","ANTI",0,1,1,0,0,0,0
3,1.65894e+12,"27/07/2022 15:46","task-k2dt",94050,6847809,3,1,"Strongly Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",3,"For","Feel like there is no choice in the matter other than too have the vaccination to support friends, family etc","Pro",7,381,67,"For","ANTI",0,1,1,0,0,1,1
4,1.65894e+12,"27/07/2022 15:46","task-k2dt",94050,6847809,3,2,"Somewhat Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",1,"For","It will fight covid in its path","Pro",5,367,67,"For","ANTI",0,1,1,0,0,0,0
13,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,11,"Strongly Agree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",2,"For","Want to protect friends and family. ","Pro",7,386,67,"For","ANTI",0,1,1,0,0,1,1
15,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,13,"Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",2,"For","Protect others from getting the virus ","Pro",6,398,67,"For","ANTI",0,1,1,0,0,1,1
16,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,14,"Somewhat Disagree","statements",68,"Once or twice a year","Most weeks",59,"Male","Vocational Training / Apprenticeship",3,"For","It is my choice to take it","Pro",3,405,67,"For","ANTI",0,1,1,0,0,0,0
17,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,15,"Agree","statements",67,"Most months","A few times a year",21,"Female","A levels",3,"For","The best scientist have made it so it should be safe","Pro",6,399,67,"For","ANTI",0,1,1,0,0,1,1
18,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,16,"Somewhat Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",2,"For","The research and development was too fast for a vaccine.","Pro",3,374,67,"For","ANTI",0,1,1,0,0,0,0
20,1.65894e+12,"27/07/2022 15:47","task-k2dt",94050,6847809,3,18,"Somewhat Agree","statements",66,"Most months","Most months",27,"Female","A levels",3,"For","To help protect against Underlying health conditions ","Pro",5,393,67,"For","ANTI",0,1,1,0,0,0,0
21,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,19,"Somewhat Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",2,"For","I am protected against the disease","Pro",5,368,67,"For","ANTI",0,1,1,0,0,0,0
24,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,22,"Somewhat Disagree","statements",63,"Rarely","Most months",20,"Female","A levels",3,"For","The double dose doesn't make sense in terms of science. ","Pro",3,375,67,"For","ANTI",0,1,1,0,0,0,0
25,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,23,"Neither Agree nor Disagree","statements",67,"Most months","A few times a year",21,"Female","A levels",1,"For","Protect yourself from getting the virus very badly ","Pro",4,397,67,"For","ANTI",0,1,1,0,0,0,0
28,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,26,"Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",3,"For","To reduce the amount of deaths.","Pro",6,363,67,"For","ANTI",0,1,1,0,0,1,1
29,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,27,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",1,"For","I want to be immunised against the virus ","Pro",7,409,67,"For","ANTI",0,1,1,0,0,1,1
31,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,29,"Strongly Agree","statements",61,"Rarely","Rarely",31,"Male","Undergraduate degree (BSc, BA)",2,"For","To be able to go out and see elderly relatives.","Pro",7,362,67,"For","ANTI",0,1,1,0,0,1,1
32,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,30,"Neither Agree nor Disagree","statements",65,"Most months","Most months",27,"Female","Undergraduate degree (BSc, BA)",3,"For","Because X Y Z (friends, family, celebrity, influencer etc) has had it, so it should be safe. ","Pro",4,387,67,"For","ANTI",0,1,1,0,0,0,0
34,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,32,"Agree","statements",62,"Most weeks","Most months",36,"Male","A levels",3,"For","ItÈs in the countries best interest","Pro",6,369,67,"For","ANTI",0,1,1,0,0,1,1
36,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,34,"Agree","statements",64,"Most weeks","Most days",34,"Male","A levels",1,"For","Get life back to some sort of new normal with lifting restrictions on everyday life","Pro",6,379,67,"For","ANTI",0,1,1,0,0,1,1
38,1.65894e+12,"27/07/2022 15:48","task-k2dt",94050,6847809,3,36,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",2,"For","I want to protect someone who is vulnerable ","Pro",7,410,67,"For","ANTI",0,1,1,0,0,1,1
39,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847809,3,37,"Neither Agree nor Disagree","statements",70,"Never","Never",34,"Female","No formal qualifications",3,"For","Because I think life will return to normal but loads vaccinated and nothing changes ","Pro",4,417,67,"For","ANTI",0,1,1,0,0,0,0
41,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847809,3,39,"Agree","statements",66,"Most months","Most months",27,"Female","A levels",2,"For","Help prevent the spread","Pro",6,392,67,"For","ANTI",0,1,1,0,0,1,1
43,1.65894e+12,"27/07/2022 15:49","task-k2dt",94050,6847809,3,41,"Strongly Agree","statements",69,"Most days","Most days",53,"Female","GCSEs,Vocational Training / Apprenticeship",3,"For","I want to help stop the spread of the virus ","Pro",7,411,67,"For","ANTI",0,1,1,0,0,1,1
