"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
29,1659975785013,"08/08/2022 16:23:05","task-k2dt",94826,6895740,2,27,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",6,1001,361,"For","PRO",0,0,0,1,0
31,1659975789976,"08/08/2022 16:23:09","task-k2dt",94826,6895740,2,29,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",6,1002,361,"For","PRO",0,0,0,1,0
35,1659975798710,"08/08/2022 16:23:18","task-k2dt",94826,6895740,2,33,"Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",6,978,361,"For","PRO",0,0,0,1,0
37,1659975806106,"08/08/2022 16:23:26","task-k2dt",94826,6895740,2,35,"Somewhat Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",5,1007,361,"For","PRO",0,0,0,1,0
39,1659975812326,"08/08/2022 16:23:32","task-k2dt",94826,6895740,2,37,"Disagree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",2,1019,361,"For","PRO",0,0,0,1,0
40,1659975813901,"08/08/2022 16:23:33","task-k2dt",94826,6895740,2,38,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",6,988,361,"For","PRO",0,0,0,1,0
43,1659975820248,"08/08/2022 16:23:40","task-k2dt",94826,6895740,2,41,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",6,983,361,"For","PRO",0,0,0,1,0
45,1659975831591,"08/08/2022 16:23:51","task-k2dt",94826,6895740,2,43,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",6,972,361,"For","PRO",0,0,0,1,0
46,1659975834254,"08/08/2022 16:23:54","task-k2dt",94826,6895740,2,44,"Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",6,1020,361,"For","PRO",0,0,0,1,0
49,1659975841944,"08/08/2022 16:24:01","task-k2dt",94826,6895740,2,47,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",6,1000,361,"For","PRO",0,0,0,1,0
50,1659975844652,"08/08/2022 16:24:04","task-k2dt",94826,6895740,2,48,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",6,990,361,"For","PRO",0,0,0,1,0
57,1659975869107,"08/08/2022 16:24:29","task-k2dt",94826,6895740,2,55,"Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",6,995,361,"For","PRO",0,0,0,1,0
58,1659975870598,"08/08/2022 16:24:30","task-k2dt",94826,6895740,2,56,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",6,965,361,"For","PRO",0,0,0,1,0
59,1659975872123,"08/08/2022 16:24:32","task-k2dt",94826,6895740,2,57,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",6,1012,361,"For","PRO",0,0,0,1,0
62,1659975878817,"08/08/2022 16:24:38","task-k2dt",94826,6895740,2,60,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",6,964,361,"For","PRO",0,0,0,1,0
63,1659975882816,"08/08/2022 16:24:42","task-k2dt",94826,6895740,2,61,"Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",6,1006,361,"For","PRO",0,0,0,1,0
3,1659975824914,"08/08/2022 16:23:44","task-k2dt",94826,6895768,2,1,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",7,988,362,"For","PRO",0,0,0,1,0
4,1659975826854,"08/08/2022 16:23:46","task-k2dt",94826,6895768,2,2,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",6,964,362,"For","PRO",0,0,0,1,0
7,1659975833930,"08/08/2022 16:23:53","task-k2dt",94826,6895768,2,5,"Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",6,978,362,"For","PRO",0,0,0,1,0
14,1659975846593,"08/08/2022 16:24:06","task-k2dt",94826,6895768,2,12,"Strongly Disagree","statements",66,"Most months","Most weeks",18,"Male","A levels",4,"For","I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms ","Pro",1,994,362,"For","PRO",0,0,0,1,0
16,1659975851223,"08/08/2022 16:24:11","task-k2dt",94826,6895768,2,14,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",6,972,362,"For","PRO",0,0,0,1,0
17,1659975852236,"08/08/2022 16:24:12","task-k2dt",94826,6895768,2,15,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",6,965,362,"For","PRO",0,0,0,1,0
25,1659975869685,"08/08/2022 16:24:29","task-k2dt",94826,6895768,2,23,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",6,"For","It will help protect me and others around me ","Pro",6,984,362,"For","PRO",0,0,0,1,0
26,1659975870748,"08/08/2022 16:24:30","task-k2dt",94826,6895768,2,24,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",6,1012,362,"For","PRO",0,0,0,1,0
27,1659975871763,"08/08/2022 16:24:31","task-k2dt",94826,6895768,2,25,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",6,"For","Protecting others from the virus ","Pro",6,966,362,"For","PRO",0,0,0,1,0
30,1659975876557,"08/08/2022 16:24:36","task-k2dt",94826,6895768,2,28,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",5,"For","I want to protect vulnerable family members","Pro",6,989,362,"For","PRO",0,0,0,1,0
31,1659975878270,"08/08/2022 16:24:38","task-k2dt",94826,6895768,2,29,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",6,982,362,"For","PRO",0,0,0,1,0
32,1659975879634,"08/08/2022 16:24:39","task-k2dt",94826,6895768,2,30,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",6,971,362,"For","PRO",0,0,0,1,0
34,1659975883913,"08/08/2022 16:24:43","task-k2dt",94826,6895768,2,32,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",7,1013,362,"For","PRO",0,0,0,1,0
35,1659975885001,"08/08/2022 16:24:45","task-k2dt",94826,6895768,2,33,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",7,976,362,"For","PRO",0,0,0,1,0
37,1659975888107,"08/08/2022 16:24:48","task-k2dt",94826,6895768,2,35,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",6,1000,362,"For","PRO",0,0,0,1,0
38,1659975889046,"08/08/2022 16:24:49","task-k2dt",94826,6895768,2,36,"Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",6,1007,362,"For","PRO",0,0,0,1,0
39,1659975890777,"08/08/2022 16:24:50","task-k2dt",94826,6895768,2,37,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",7,983,362,"For","PRO",0,0,0,1,0
42,1659975895865,"08/08/2022 16:24:55","task-k2dt",94826,6895768,2,40,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",6,"For","To contribute to herd immunity to help eradicate the virus altogether.","Pro",7,996,362,"For","PRO",0,0,0,1,0
48,1659975906840,"08/08/2022 16:25:06","task-k2dt",94826,6895768,2,46,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",6,"For","It's safe and developed by experts","Pro",7,1014,362,"For","PRO",0,0,0,1,0
49,1659975908908,"08/08/2022 16:25:08","task-k2dt",94826,6895768,2,47,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",7,1020,362,"For","PRO",0,0,0,1,0
50,1659975910887,"08/08/2022 16:25:10","task-k2dt",94826,6895768,2,48,"Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",6,995,362,"For","PRO",0,0,0,1,0
51,1659975912027,"08/08/2022 16:25:12","task-k2dt",94826,6895768,2,49,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",4,"For","I want everything to go back to normal","Pro",7,1018,362,"For","PRO",0,0,0,1,0
52,1659975913436,"08/08/2022 16:25:13","task-k2dt",94826,6895768,2,50,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",7,977,362,"For","PRO",0,0,0,1,0
53,1659975914776,"08/08/2022 16:25:14","task-k2dt",94826,6895768,2,51,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",7,1002,362,"For","PRO",0,0,0,1,0
54,1659975916013,"08/08/2022 16:25:16","task-k2dt",94826,6895768,2,52,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",7,1019,362,"For","PRO",0,0,0,1,0
55,1659975918047,"08/08/2022 16:25:18","task-k2dt",94826,6895768,2,53,"Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",6,1006,362,"For","PRO",0,0,0,1,0
57,1659975925308,"08/08/2022 16:25:25","task-k2dt",94826,6895768,2,55,"Somewhat Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",5,1008,362,"For","PRO",0,0,0,1,0
61,1659975932947,"08/08/2022 16:25:32","task-k2dt",94826,6895768,2,59,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to protect myself from covid","Pro",6,970,362,"For","PRO",0,0,0,1,0
63,1659975936265,"08/08/2022 16:25:36","task-k2dt",94826,6895768,2,61,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",7,1001,362,"For","PRO",0,0,0,1,0
64,1659975937529,"08/08/2022 16:25:37","task-k2dt",94826,6895768,2,62,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",7,990,362,"For","PRO",0,0,0,1,0
3,1659975844522,"08/08/2022 16:24:04","task-k2dt",94826,6895771,2,1,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",7,964,363,"For","PRO",0,0,0,1,0
4,1659975845818,"08/08/2022 16:24:05","task-k2dt",94826,6895771,2,2,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",7,988,363,"For","PRO",0,0,0,1,0
10,1659975861929,"08/08/2022 16:24:21","task-k2dt",94826,6895771,2,8,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to protect myself from covid","Pro",7,970,363,"For","PRO",0,0,0,1,0
11,1659975863158,"08/08/2022 16:24:23","task-k2dt",94826,6895771,2,9,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",7,1013,363,"For","PRO",0,0,0,1,0
13,1659975867441,"08/08/2022 16:24:27","task-k2dt",94826,6895771,2,11,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",6,"For","It will help protect me and others around me ","Pro",7,984,363,"For","PRO",0,0,0,1,0
16,1659975874040,"08/08/2022 16:24:34","task-k2dt",94826,6895771,2,14,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",6,"For","To contribute to herd immunity to help eradicate the virus altogether.","Pro",7,996,363,"For","PRO",0,0,0,1,0
19,1659975893384,"08/08/2022 16:24:53","task-k2dt",94826,6895771,2,17,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",7,982,363,"For","PRO",0,0,0,1,0
21,1659975896834,"08/08/2022 16:24:56","task-k2dt",94826,6895771,2,19,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",7,965,363,"For","PRO",0,0,0,1,0
22,1659975901089,"08/08/2022 16:25:01","task-k2dt",94826,6895771,2,20,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",7,1000,363,"For","PRO",0,0,0,1,0
23,1659975902269,"08/08/2022 16:25:02","task-k2dt",94826,6895771,2,21,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",5,"For","I want to protect vulnerable family members","Pro",7,989,363,"For","PRO",0,0,0,1,0
24,1659975903315,"08/08/2022 16:25:03","task-k2dt",94826,6895771,2,22,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",7,1001,363,"For","PRO",0,0,0,1,0
29,1659975920568,"08/08/2022 16:25:20","task-k2dt",94826,6895771,2,27,"Strongly Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",7,971,363,"For","PRO",0,0,0,1,0
31,1659975926115,"08/08/2022 16:25:26","task-k2dt",94826,6895771,2,29,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",7,977,363,"For","PRO",0,0,0,1,0
33,1659975930282,"08/08/2022 16:25:30","task-k2dt",94826,6895771,2,31,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",7,1012,363,"For","PRO",0,0,0,1,0
34,1659975931251,"08/08/2022 16:25:31","task-k2dt",94826,6895771,2,32,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",6,"For","Protecting others from the virus ","Pro",7,966,363,"For","PRO",0,0,0,1,0
35,1659975932998,"08/08/2022 16:25:32","task-k2dt",94826,6895771,2,33,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",4,"For","I want everything to go back to normal","Pro",7,1018,363,"For","PRO",0,0,0,1,0
36,1659975934664,"08/08/2022 16:25:34","task-k2dt",94826,6895771,2,34,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",7,1002,363,"For","PRO",0,0,0,1,0
37,1659975936490,"08/08/2022 16:25:36","task-k2dt",94826,6895771,2,35,"Strongly Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",7,1006,363,"For","PRO",0,0,0,1,0
41,1659975968655,"08/08/2022 16:26:08","task-k2dt",94826,6895771,2,39,"Strongly Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",7,976,363,"For","PRO",0,0,0,1,0
45,1659975977853,"08/08/2022 16:26:17","task-k2dt",94826,6895771,2,43,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",7,995,363,"For","PRO",0,0,0,1,0
47,1659975982268,"08/08/2022 16:26:22","task-k2dt",94826,6895771,2,45,"Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",6,983,363,"For","PRO",0,0,0,1,0
49,1659975997444,"08/08/2022 16:26:37","task-k2dt",94826,6895771,2,47,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",7,1020,363,"For","PRO",0,0,0,1,0
50,1659975998796,"08/08/2022 16:26:38","task-k2dt",94826,6895771,2,48,"Strongly Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",7,1019,363,"For","PRO",0,0,0,1,0
51,1659976004627,"08/08/2022 16:26:44","task-k2dt",94826,6895771,2,49,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",4,"For","I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms ","Pro",7,994,363,"For","PRO",0,0,0,1,0
55,1659976016428,"08/08/2022 16:26:56","task-k2dt",94826,6895771,2,53,"Strongly Disagree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",1,972,363,"For","PRO",0,0,0,1,0
57,1659976019588,"08/08/2022 16:26:59","task-k2dt",94826,6895771,2,55,"Strongly Disagree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",1,978,363,"For","PRO",0,0,0,1,0
58,1659976023416,"08/08/2022 16:27:03","task-k2dt",94826,6895771,2,56,"Strongly Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",7,1007,363,"For","PRO",0,0,0,1,0
61,1659976030682,"08/08/2022 16:27:10","task-k2dt",94826,6895771,2,59,"Strongly Disagree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",1,1008,363,"For","PRO",0,0,0,1,0
63,1659976039969,"08/08/2022 16:27:19","task-k2dt",94826,6895771,2,61,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",6,"For","It's safe and developed by experts","Pro",7,1014,363,"For","PRO",0,0,0,1,0
64,1659976042844,"08/08/2022 16:27:22","task-k2dt",94826,6895771,2,62,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",6,990,363,"For","PRO",0,0,0,1,0
4,1659976007930,"08/08/2022 16:26:47","task-k2dt",94826,6895798,2,2,"Somewhat Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",5,1006,364,"For","PRO",0,0,0,1,0
5,1659976016018,"08/08/2022 16:26:56","task-k2dt",94826,6895798,2,3,"Strongly Disagree","statements",61,"Most days","Never",33,"Female","GCSEs",4,"For","Stops us getting covid so bad ","Pro",1,964,364,"For","PRO",0,0,0,1,0
8,1659976027020,"08/08/2022 16:27:07","task-k2dt",94826,6895798,2,6,"Somewhat Disagree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",5,"For","It will mean our lives can start to get back to normal ","Pro",3,1013,364,"For","PRO",0,0,0,1,0
9,1659976028693,"08/08/2022 16:27:08","task-k2dt",94826,6895798,2,7,"Strongly Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",5,"For","It will likely reduce severity of symptoms for everyone","Pro",7,1001,364,"For","PRO",0,0,0,1,0
11,1659976036742,"08/08/2022 16:27:16","task-k2dt",94826,6895798,2,9,"Somewhat Agree","statements",70,"Most months","Most days",21,"Female","A levels",5,"For","I want to be able to go on holiday if there are vaccine passports","Pro",5,1019,364,"For","PRO",0,0,0,1,0
15,1659976058385,"08/08/2022 16:27:38","task-k2dt",94826,6895798,2,13,"Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I want to protect my loved ones ","Pro",6,978,364,"For","PRO",0,0,0,1,0
16,1659976059609,"08/08/2022 16:27:39","task-k2dt",94826,6895798,2,14,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",6,"For","It will help protect me and others around me ","Pro",7,984,364,"For","PRO",0,0,0,1,0
17,1659976064548,"08/08/2022 16:27:44","task-k2dt",94826,6895798,2,15,"Somewhat Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",5,"For","They wouldn't give it us if it wasn't safe ","Pro",5,983,364,"For","PRO",0,0,0,1,0
18,1659976066139,"08/08/2022 16:27:46","task-k2dt",94826,6895798,2,16,"Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",4,"For","I want to protect myself","Pro",6,988,364,"For","PRO",0,0,0,1,0
21,1659976071946,"08/08/2022 16:27:51","task-k2dt",94826,6895798,2,19,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",6,"For","The quicker society is vaccinated, the quicker normality can return","Pro",6,1002,364,"For","PRO",0,0,0,1,0
23,1659976077524,"08/08/2022 16:27:57","task-k2dt",94826,6895798,2,21,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to protect myself from covid","Pro",6,970,364,"For","PRO",0,0,0,1,0
25,1659976082389,"08/08/2022 16:28:02","task-k2dt",94826,6895798,2,23,"Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",6,"For","To contribute to herd immunity to help eradicate the virus altogether.","Pro",6,996,364,"For","PRO",0,0,0,1,0
28,1659976087181,"08/08/2022 16:28:07","task-k2dt",94826,6895798,2,26,"Agree","statements",61,"Most days","Never",33,"Female","GCSEs",6,"For","Protecting others from the virus ","Pro",6,966,364,"For","PRO",0,0,0,1,0
29,1659976088770,"08/08/2022 16:28:08","task-k2dt",94826,6895798,2,27,"Agree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to protect others from covid","Pro",6,971,364,"For","PRO",0,0,0,1,0
30,1659976090873,"08/08/2022 16:28:10","task-k2dt",94826,6895798,2,28,"Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",6,"For","It's safe and developed by experts","Pro",6,1014,364,"For","PRO",0,0,0,1,0
33,1659976106652,"08/08/2022 16:28:26","task-k2dt",94826,6895798,2,31,"Neither Agree nor Disagree","statements",62,"A few times a year","Most months",26,"Female","Postgraduate degree (MSc, MA, MPhil)",6,"For","I see no reason to not get vaccinated and I have been asked to do so","Pro",4,972,364,"For","PRO",0,0,0,1,0
34,1659976109449,"08/08/2022 16:28:29","task-k2dt",94826,6895798,2,32,"Somewhat Agree","statements",70,"Most months","Most days",21,"Female","A levels",4,"For","I want everything to go back to normal","Pro",5,1018,364,"For","PRO",0,0,0,1,0
36,1659976114351,"08/08/2022 16:28:34","task-k2dt",94826,6895798,2,34,"Disagree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",6,"For","social presser to get one","Pro",2,1008,364,"For","PRO",0,0,0,1,0
38,1659976120214,"08/08/2022 16:28:40","task-k2dt",94826,6895798,2,36,"Strongly Agree","statements",69,"Rarely","Once or twice a year",42,"Female","Undergraduate degree (BSc, BA)",4,"For","It protects you and your family against the virus","Pro",7,1012,364,"For","PRO",0,0,0,1,0
40,1659976124298,"08/08/2022 16:28:44","task-k2dt",94826,6895798,2,38,"Agree","statements",70,"Most months","Most days",21,"Female","A levels",6,"For","I want to protect those who are vulnerable through herd immunity","Pro",6,1020,364,"For","PRO",0,0,0,1,0
44,1659976137568,"08/08/2022 16:28:57","task-k2dt",94826,6895798,2,42,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",5,"For","Someone I live with is vulnerable too which gives me an incentive to get the vaccine to  keep them safe.","Pro",7,995,364,"For","PRO",0,0,0,1,0
46,1659976161820,"08/08/2022 16:29:21","task-k2dt",94826,6895798,2,44,"Strongly Agree","statements",66,"Most months","Most weeks",18,"Male","A levels",4,"For","I'm classed in a vulnerable category so getting the vaccine would help reduce the risk f me catching it and getting serious symptoms ","Pro",7,994,364,"For","PRO",0,0,0,1,0
48,1659976169671,"08/08/2022 16:29:29","task-k2dt",94826,6895798,2,46,"Agree","statements",67,"Rarely","A few times a year",20,"Female","A levels",4,"For","If everyone is vaccinated, vulnerable people will be safer","Pro",6,1000,364,"For","PRO",0,0,0,1,0
49,1659976171301,"08/08/2022 16:29:31","task-k2dt",94826,6895798,2,47,"Strongly Agree","statements",65,"Never","A few times a year",36,"Male","GCSEs",5,"For","I want to protect vulnerable family members","Pro",7,989,364,"For","PRO",0,0,0,1,0
54,1659976182437,"08/08/2022 16:29:42","task-k2dt",94826,6895798,2,52,"Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",4,"For","I want to be protected","Pro",6,976,364,"For","PRO",0,0,0,1,0
55,1659976183856,"08/08/2022 16:29:43","task-k2dt",94826,6895798,2,53,"Somewhat Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",5,"For","get life back to normal ","Pro",5,1007,364,"For","PRO",0,0,0,1,0
56,1659976185708,"08/08/2022 16:29:45","task-k2dt",94826,6895798,2,54,"Strongly Agree","statements",64,"Rarely","Most weeks",27,"Female","A levels",4,"For","Having the vaccine is less painful then the disease. ","Pro",7,982,364,"For","PRO",0,0,0,1,0
57,1659976189634,"08/08/2022 16:29:49","task-k2dt",94826,6895798,2,55,"Neither Agree nor Disagree","statements",65,"Never","A few times a year",36,"Male","GCSEs",6,"For","I don't want to worry about it anymore","Pro",4,990,364,"For","PRO",0,0,0,1,0
61,1659976200006,"08/08/2022 16:30:00","task-k2dt",94826,6895798,2,59,"Somewhat Agree","statements",63,"Rarely","A few times a year",38,"Female","Postgraduate degree (MSc, MA, MPhil)",5,"For","I want to have more freedoms again","Pro",5,977,364,"For","PRO",0,0,0,1,0
62,1659976201539,"08/08/2022 16:30:01","task-k2dt",94826,6895798,2,60,"Strongly Agree","statements",61,"Most days","Never",33,"Female","GCSEs",5,"For","Protect us from virus ","Pro",7,965,364,"For","PRO",0,0,0,1,0
5,1659976145680,"08/08/2022 16:29:05","task-k2dt",94826,6895827,2,3,"Strongly Agree","statements",68,"Most months","A few times a year",35,"Male","Vocational Training / Apprenticeship",4,"For","I don't want to die so i better get one soon.","Pro",7,1006,365,"For","PRO",0,0,0,1,0
